"fixture_key"	"note_no"	"youtube_video_id"	"content"	"timestamp_seconds"	"vtt_track"	"cue_start_seconds"
"A2_HIST_03"	"1"	"gYG70ULXbW4"	"DSA: thấy là nó sẽ tạo ra cái số theo thứ tự"	"1369"	"vi-orig"	"1369"
"A2_HIST_03"	"2"	"gYG70ULXbW4"	"DSA: tụt ơn về tốp chắn che Cần cho nó cộng"			
"A2_HIST_04"	"1"	"CLbx37dqYEI"	"JavaScript: Review the key ideas from Khai báo biến | Làm quen với cú pháp trong JavaScript."			
"A2_HIST_04"	"2"	"CLbx37dqYEI"	"JavaScript: Review the key ideas from Khai báo biến | Làm quen với cú pháp trong JavaScript."			
"A2_HIST_05"	"1"	"P-fMQ3elxSE"	"JavaScript: Review the key ideas from Kiểu dữ liệu trong JavaScript | Các kiểu dữ liệu JS."			
"A2_HIST_05"	"2"	"P-fMQ3elxSE"	"JavaScript: Review the key ideas from Kiểu dữ liệu trong JavaScript | Các kiểu dữ liệu JS."			
"A2_HIST_06"	"1"	"YzO65uOJNMg"	"JavaScript: Review the key ideas from Mảng trong JavaScript | JavaScript array."			
"A2_HIST_06"	"2"	"YzO65uOJNMg"	"JavaScript: Review the key ideas from Mảng trong JavaScript | JavaScript array."			
"A2_HIST_07"	"1"	"4g9ENVc2KLA"	"JavaScript: Review the key ideas from Hàm trong JavaScript | JavaScript function."			
"A2_HIST_07"	"2"	"4g9ENVc2KLA"	"JavaScript: Review the key ideas from Hàm trong JavaScript | JavaScript function."			
"A2_HIST_08"	"1"	"orIXdOPFWeM"	"JavaScript: Review the key ideas from Object trong JavaScript | Khái niệm object."			
"A2_HIST_08"	"2"	"orIXdOPFWeM"	"JavaScript: Review the key ideas from Object trong JavaScript | Khái niệm object."			
"A2_HIST_09"	"1"	"SIAGpAaLSaI"	"React Hooks: Không là Boss này các bạn không thấy lên"	"424"	"vi-orig"	"424"
"A2_HIST_09"	"2"	"SIAGpAaLSaI"	"React Hooks: mà cái thằng này nó có giá trị rất là to"			
"A2_HIST_10"	"1"	"G27sfcWlMzc"	"React Hooks: tạo không mở rằng các bạn con xài không"	"329"	"vi-orig"	"329"
"A2_HIST_10"	"2"	"G27sfcWlMzc"	"React Hooks: chị đã cơn thế này gì Thằng con tôi clip"			
"A2_HIST_11"	"1"	"jwfjgRBcUgE"	"React Hooks: Christmas list thì nó sẽ gọi thằng Hanh"	"348"	"vi-orig"	"348"
"A2_HIST_11"	"2"	"jwfjgRBcUgE"	"React Hooks: chưa các bạn như vậy mình sẽ biến đổi"			
"A2_HIST_12"	"1"	"mAMrnCFRH-Y"	"Fullstack/SERN: chúng ta sẽ cần phải một câu lệnh đẩy"	"338"	"vi-orig"	"338"
"A2_HIST_12"	"2"	"mAMrnCFRH-Y"	"Fullstack/SERN: mình thì đây permission denied to her If"			
"A2_HIST_13"	"1"	"Wtt5uC4HWAA"	"Fullstack/SERN: leveled resource collected in này thì"	"614"	"vi-orig"	"614"
"A2_HIST_13"	"2"	"Wtt5uC4HWAA"	"Fullstack/SERN: được hai cái này này Đồng thời mình cũng"			
"A2_HIST_14"	"1"	"Lzu2Weq8edE"	"Fullstack/SERN: phân biệt đó chính là do đi Thì cái đó"	"189"	"vi-orig"	"189"
"A2_HIST_14"	"2"	"Lzu2Weq8edE"	"Fullstack/SERN: chính là một trong những cái Trang mà"			
"A2_HIST_15"	"1"	"_YEKpvabzCQ"	"Fullstack/SERN: file mình muốn rằng là nó hỗ trợ cả"	"1371"	"vi-orig"	"1371"
"A2_HIST_15"	"2"	"_YEKpvabzCQ"	"Fullstack/SERN: cái khoa mà Google xin cho nó mà anh"			
"A2_HIST_16"	"1"	"ExIXyILeOyc"	"Fullstack/SERN: đấy các bạn thấy rằng là bây giờ"	"1113"	"vi-orig"	"1113"
"A2_HIST_16"	"2"	"ExIXyILeOyc"	"Fullstack/SERN: các bạn tạo phòng khám tại chuyên khoa"			
"A2_HIST_17"	"1"	"aBKOMmItvpQ"	"Fullstack/SERN: triền miên đi sau đấy là chúng ta không"	"624"	"vi-orig"	"624"
"A2_HIST_17"	"2"	"aBKOMmItvpQ"	"Fullstack/SERN: bạn những phím tắt nó giống hệt nhau"			
"A2_HIST_18"	"1"	"HLEu57iLrRo"	"Node/Express: tự như cái Facebook của văn minh khác ví"	"264"	"vi-orig"	"264"
"A2_HIST_18"	"2"	"HLEu57iLrRo"	"Node/Express: của bạn lúc nào nó nhanh hơn đa phần là"			
"A2_HIST_19"	"1"	"6LdwSrTCmo4"	"Node/Express: nó sẽ giờ bằng dữ liệu thì đây cũng là"	"213"	"vi-orig"	"213"
"A2_HIST_19"	"2"	"6LdwSrTCmo4"	"Node/Express: gọi lấy ra được đúng không Bây giờ bắt"			
"A2_HIST_20"	"1"	"bvZ1_P9eCpw"	"Node/Express: nó chưa hiển thị ở bên cái phần Tháp"	"600"	"vi-orig"	"600"
"A2_HIST_20"	"2"	"bvZ1_P9eCpw"	"Node/Express: thêm chưa ạ ở đây kết quả cho anh nói chuyện của"			
