category	playlist_title	playlist_index	video_id	title	url	source_line
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	118	L-Tzu2jT3Dw	Thực Hành Docker 04 - Build Backend Node.JS/MySQL với Docker Compose | Khóa Học Fullstack SERN	https://www.youtube.com/watch?v=L-Tzu2jT3Dw	355
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	122	wcQz4gSbSms	Docker Practice 08 - Nginx/React/Node.JS/MySQL with Docker Compose | SERN Fullstack Course	https://www.youtube.com/watch?v=wcQz4gSbSms	359
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	123	776UvQgrGzQ	Docker Practice 09 - Nginx Reverse Proxy with React/NodeJS using Docker | SERN Fullstack Course	https://www.youtube.com/watch?v=776UvQgrGzQ	360
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	127	WvAznEDhCdE	Cài Đặt Database Postgres với pgAdmin Tại môi trường Local	https://www.youtube.com/watch?v=WvAznEDhCdE	364
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	128	9yjVq9OEEdw	#103 [NEW] - Migrate Database MySQL sang Postgres | Khóa Học SERN - SQL, Express, React & Node.js	https://www.youtube.com/watch?v=9yjVq9OEEdw	365
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	130	NkulG9hH2LI	#105 [NEW] - Deploy app Node.JS với Render | Khóa Học SERN - SQL, Express, React & Node.js	https://www.youtube.com/watch?v=NkulG9hH2LI	367
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	131	ncV0OEa9GoQ	#106 [NEW] - Deploy App React.JS với Vercel | Khóa Học SERN - SQL, Express, React & Node.js	https://www.youtube.com/watch?v=ncV0OEa9GoQ	368
Node/Express	NodeJS & ExpressJS	02	SdcdneSdoV4	HTTP protocol | Giao thức HTTP | Giao thức truyền tải siêu văn bản	https://www.youtube.com/watch?v=SdcdneSdoV4	377
Node/Express	NodeJS & ExpressJS	03	HLEu57iLrRo	SSR & CSR | Sever side rendering | Client side rendering	https://www.youtube.com/watch?v=HLEu57iLrRo	378
Node/Express	NodeJS & ExpressJS	12	Wz6WghmEmFk	Basic Routing | Routing Techniques in Node.js	https://www.youtube.com/watch?v=Wz6WghmEmFk	387
Node/Express	NodeJS & ExpressJS	13	BbBagzvrSto	GET method | Phương thức GET	https://www.youtube.com/watch?v=BbBagzvrSto	388
Node/Express	NodeJS & ExpressJS	14	6LdwSrTCmo4	Query parameters | Chuỗi truy vấn	https://www.youtube.com/watch?v=6LdwSrTCmo4	389
Node/Express	NodeJS & ExpressJS	16	LlfdqnK28Cg	POST method | POST method | HTTP protocol	https://www.youtube.com/watch?v=LlfdqnK28Cg	391
Node/Express	NodeJS & ExpressJS	17	N8GhaR7K3tI	MVC model | MVC model	https://www.youtube.com/watch?v=N8GhaR7K3tI	392
Node/Express	NodeJS & ExpressJS	18	Pd_ZIpCVZPc	MVC Routes & Controllers | Mô hình MVC	https://www.youtube.com/watch?v=Pd_ZIpCVZPc	393
Node/Express	NodeJS & ExpressJS	23	uAXpEmTZhfA	MVC Model | Xây dựng thành phần Model trong mô hình MVC	https://www.youtube.com/watch?v=uAXpEmTZhfA	398
Node/Express	NodeJS & ExpressJS	25	nqLXmpEgU2w	[CRUD] Read from DB | Đọc Database | Xây dựng phần trang chủ	https://www.youtube.com/watch?v=nqLXmpEgU2w	400
Node/Express	NodeJS & ExpressJS	27	bvZ1_P9eCpw	[CRUD] Create new course | Create new course page | NodeJS practice	https://www.youtube.com/watch?v=bvZ1_P9eCpw	402
Node/Express	NodeJS & ExpressJS	28	HdVOT7Neh18	[CRUD] Update course | Dựng trang chỉnh sửa | Thực hành NodeJS	https://www.youtube.com/watch?v=HdVOT7Neh18	403
Node/Express	NodeJS & ExpressJS	29	yt8TemGS3aw	[CRUD] Delete course | Tạo chức năng xóa trong trang | Thực hành NodeJS	https://www.youtube.com/watch?v=yt8TemGS3aw	404
Node/Express	NodeJS & ExpressJS	30	dstdrBsf7ag	Soft delete | Kĩ thuật xóa mềm | Thực hành NodeJS	https://www.youtube.com/watch?v=dstdrBsf7ag	405
Node/Express	NodeJS & ExpressJS	34	MJ7JZSW6seA	Sort middleware | Chức năng sắp xếp trang quản lý | Thực hành NodeJS	https://www.youtube.com/watch?v=MJ7JZSW6seA	409
